gene,variable,value
MOSMO,chr16:21608202-21609778,0.00053287914
EEF2K,chr16:21608202-21609778,0.00061458227
AC092338.3,chr16:21608202-21609778,0.0005212276
CDR2,chr16:21608202-21609778,0.0005094248
ACSM3,chr16:21610991-21612602,0.00064152665
IGSF6,chr16:21610991-21612602,0.000512462
UQCRC2,chr16:21610991-21612602,0.00055627024
MOSMO,chr16:21610991-21612602,0.0005334952
EEF2K,chr16:21610991-21612602,0.00061529246
AC092338.3,chr16:21610991-21612602,0.00052183017
CDR2,chr16:21610991-21612602,0.00051001355
ACSM3,chr16:21626343-21627341,0.0006417442
IGSF6,chr16:21626343-21627341,0.0005126357
UQCRC2,chr16:21626343-21627341,0.0005564587
MOSMO,chr16:21626343-21627341,0.00053367595
EEF2K,chr16:21626343-21627341,0.00061550096
AC092338.3,chr16:21626343-21627341,0.000522007
CDR2,chr16:21626343-21627341,0.00051018636
ACSM3,chr16:21640377-21641176,0.0006417156
IGSF6,chr16:21640377-21641176,0.0005126132
UQCRC2,chr16:21640377-21641176,0.0005564343
MOSMO,chr16:21640377-21641176,0.0005336527
EEF2K,chr16:21640377-21641176,0.00061547384
AC092338.3,chr16:21640377-21641176,0.0005219841
CDR2,chr16:21640377-21641176,0.000510164
ACSM3,chr16:21644662-21648110,0.0006420725
IGSF6,chr16:21644662-21648110,0.0005128985
UQCRC2,chr16:21644662-21648110,0.0005567436
MOSMO,chr16:21644662-21648110,0.00053394947
EEF2K,chr16:21644662-21648110,0.000615816
AC092338.3,chr16:21644662-21648110,0.0005222743
CDR2,chr16:21644662-21648110,0.0005104474
ACSM3,chr16:21649811-21651605,0.00064305315
IGSF6,chr16:21649811-21651605,0.0005136818
UQCRC2,chr16:21649811-21651605,0.0005575939
MOSMO,chr16:21649811-21651605,0.00053476513
EEF2K,chr16:21649811-21651605,0.00061675673
AC092338.3,chr16:21649811-21651605,0.0005230721
CDR2,chr16:21649811-21651605,0.0005112268
ACSM3,chr16:21652406-21653961,0.0006441253
IGSF6,chr16:21652406-21653961,0.00051453797
UQCRC2,chr16:21652406-21653961,0.0005585232
MOSMO,chr16:21652406-21653961,0.00053565635
EEF2K,chr16:21652406-21653961,0.00061778433
AC092338.3,chr16:21652406-21653961,0.00052394386
CDR2,chr16:21652406-21653961,0.000512079
ACSM3,chr16:21656696-21659613,0.0006443104
IGSF6,chr16:21656696-21659613,0.000514686
UQCRC2,chr16:21656696-21659613,0.0005586833
MOSMO,chr16:21656696-21659613,0.00053581013
EEF2K,chr16:21656696-21659613,0.0006179618
AC092338.3,chr16:21656696-21659613,0.000524094
CDR2,chr16:21656696-21659613,0.00051222614
IGSF6,chr16:21819835-21821408,0.00051369966
UQCRC2,chr16:21819835-21821408,0.00055761216
MOSMO,chr16:21819835-21821408,0.0005347825
EEF2K,chr16:21819835-21821408,0.00061677676
AC092338.3,chr16:21819835-21821408,0.0005230896
CDR2,chr16:21819835-21821408,0.0005112446
IGSF6,chr16:21934649-21935689,0.0005119249
UQCRC2,chr16:21934649-21935689,0.00055568543
MOSMO,chr16:21934649-21935689,0.0005329342
EEF2K,chr16:21934649-21935689,0.00061464537
AC092338.3,chr16:21934649-21935689,0.0005212816
CDR2,chr16:21934649-21935689,0.00050947815
IGSF6,chr16:21952003-21954335,0.00051030563
UQCRC2,chr16:21952003-21954335,0.00055392756
MOSMO,chr16:21952003-21954335,0.00053124834
EEF2K,chr16:21952003-21954335,0.00061270106
AC092338.3,chr16:21952003-21954335,0.00051963236
CDR2,chr16:21952003-21954335,0.00050786673
IGSF6,chr16:22000725-22001588,0.00050964113
UQCRC2,chr16:22000725-22001588,0.0005532064
MOSMO,chr16:22000725-22001588,0.0005305568
EEF2K,chr16:22000725-22001588,0.0006119034
AC092338.3,chr16:22000725-22001588,0.00051895576
CDR2,chr16:22000725-22001588,0.00050720543
IGSF6,chr16:22007054-22009554,0.00050998706
UQCRC2,chr16:22007054-22009554,0.00055358285
MOSMO,chr16:22007054-22009554,0.00053091755
EEF2K,chr16:22007054-22009554,0.00061231945
AC092338.3,chr16:22007054-22009554,0.0005193085
CDR2,chr16:22007054-22009554,0.0005075499
IGSF6,chr16:22188162-22193521,0.0005106318
UQCRC2,chr16:22188162-22193521,0.00055428303
MOSMO,chr16:22188162-22193521,0.0005315888
EEF2K,chr16:22188162-22193521,0.00061309384
AC092338.3,chr16:22188162-22193521,0.0005199653
CDR2,chr16:22188162-22193521,0.00050819153
IGSF6,chr16:22194103-22196983,0.0005106798
UQCRC2,chr16:22194103-22196983,0.0005543353
MOSMO,chr16:22194103-22196983,0.0005316385
EEF2K,chr16:22194103-22196983,0.00061315147
AC092338.3,chr16:22194103-22196983,0.0005200142
CDR2,chr16:22194103-22196983,0.0005082392
IGSF6,chr16:22205519-22207928,0.0005097549
UQCRC2,chr16:22205519-22207928,0.0005533308
MOSMO,chr16:22205519-22207928,0.0005306755
EEF2K,chr16:22205519-22207928,0.00061204087
AC092338.3,chr16:22205519-22207928,0.0005190722
CDR2,chr16:22205519-22207928,0.0005073187
IGSF6,chr16:22240710-22241724,0.0005082409
UQCRC2,chr16:22240710-22241724,0.0005516872
MOSMO,chr16:22240710-22241724,0.0005290998
EEF2K,chr16:22240710-22241724,0.00061022385
AC092338.3,chr16:22240710-22241724,0.00051753095
CDR2,chr16:22240710-22241724,0.00050581247
IGSF6,chr16:22296113-22300914,0.00050686125
UQCRC2,chr16:22296113-22300914,0.0005501897
MOSMO,chr16:22296113-22300914,0.00052766356
EEF2K,chr16:22296113-22300914,0.0006085676
AC092338.3,chr16:22296113-22300914,0.00051612617
CDR2,chr16:22296113-22300914,0.0005044396
IGSF6,chr16:22353028-22354320,0.0005060674
UQCRC2,chr16:22353028-22354320,0.000549328
MOSMO,chr16:22353028-22354320,0.000526837
EEF2K,chr16:22353028-22354320,0.00060761475
AC092338.3,chr16:22353028-22354320,0.0005153179
CDR2,chr16:22353028-22354320,0.0005036494
IGSF6,chr16:22357002-22358613,0.0005057362
UQCRC2,chr16:22357002-22358613,0.0005489685
MOSMO,chr16:22357002-22358613,0.0005264926
EEF2K,chr16:22357002-22358613,0.0006072171
AC092338.3,chr16:22357002-22358613,0.0005149808
CDR2,chr16:22357002-22358613,0.0005033198
IGSF6,chr16:22368915-22375917,0.0005054542
UQCRC2,chr16:22368915-22375917,0.0005486624
MOSMO,chr16:22368915-22375917,0.00052619877
EEF2K,chr16:22368915-22375917,0.0006068784
AC092338.3,chr16:22368915-22375917,0.0005146935
CDR2,chr16:22368915-22375917,0.0005030391
IGSF6,chr16:22436499-22437932,0.0005050424
UQCRC2,chr16:22436499-22437932,0.000548215
MOSMO,chr16:22436499-22437932,0.00052576954
EEF2K,chr16:22436499-22437932,0.0006063827
AC092338.3,chr16:22436499-22437932,0.00051427376
CDR2,chr16:22436499-22437932,0.00050262886
NDUFAB1,chr16:22436499-22437932,0.0008606768
UQCRC2,chr16:23148329-23150180,0.00054794375
MOSMO,chr16:23148329-23150180,0.00052550936
EEF2K,chr16:23148329-23150180,0.0006060831
AC092338.3,chr16:23148329-23150180,0.0005140195
CDR2,chr16:23148329-23150180,0.0005023804
NDUFAB1,chr16:23148329-23150180,0.00086025073
MOSMO,chr16:23182254-23183274,0.0005259407
EEF2K,chr16:23182254-23183274,0.0006065802
AC092338.3,chr16:23182254-23183274,0.00051444146
CDR2,chr16:23182254-23183274,0.0005027921
NDUFAB1,chr16:23182254-23183274,0.0008609565
AC092338.3,chr16:23452251-23453821,0.00051573815
CDR2,chr16:23452251-23453821,0.00050405925
NDUFAB1,chr16:23452251-23453821,0.00086312665
AC092338.3,chr16:23504004-23507119,0.0005174916
CDR2,chr16:23504004-23507119,0.0005057727
NDUFAB1,chr16:23504004-23507119,0.00086606183
AC092338.3,chr16:23508116-23511129,0.00051889394
CDR2,chr16:23508116-23511129,0.00050714356
NDUFAB1,chr16:23508116-23511129,0.0008684086
AC092338.3,chr16:23518147-23519679,0.0005193703
CDR2,chr16:23518147-23519679,0.000507609
NDUFAB1,chr16:23518147-23519679,0.0008692058
AC092338.3,chr16:23520264-23521693,0.00051897235
CDR2,chr16:23520264-23521693,0.0005072205
NDUFAB1,chr16:23520264-23521693,0.00086853985
CDR2,chr16:23556102-23558571,0.0005065639
NDUFAB1,chr16:23556102-23558571,0.00086741586
CDR2,chr16:23595533-23597426,0.00050620746
NDUFAB1,chr16:23595533-23597426,0.0008668055
NDUFAB1,chr16:23640377-23642712,0.00086690055
NDUFAB1,chr16:23678252-23679811,0.0008671001
NDUFAB1,chr16:23825896-23827695,0.0008667306
NDUFAB1,chr16:23835239-23838958,0.00086571777
NDUFAB1,chr16:23847725-23849307,0.0008646209
NDUFAB1,chr16:23857353-23860473,0.00086399214
NDUFAB1,chr16:23863137-23864986,0.0008637424
NDUFAB1,chr16:23881012-23882493,0.00086321065
NDUFAB1,chr16:23948426-23951170,0.00086185173
NDUFAB1,chr16:23959108-23960910,0.00085995835
NDUFAB1,chr16:24008800-24011055,0.00085857755
NDUFAB1,chr16:24013506-24015409,0.00085867575
NDUFAB1,chr16:24538637-24542800,0.0008602336
NDUFAB1,chr16:24728644-24730966,0.0008620762
IL4R,chr16:27169222-27170529,0.00047037876
IL4R,chr16:27173738-27175058,0.0004721571
IL4R,chr16:27178835-27180236,0.00047350326
IL4R,chr16:27195638-27197480,0.00047421505
IL4R,chr16:27198911-27200530,0.00047465728
IL4R,chr16:27202867-27205099,0.00047532964
IL4R,chr16:27222371-27227518,0.00047629373
IL4R,chr16:27228061-27233998,0.00047703332
IL4R,chr16:27234555-27239012,0.00047683556
IL4R,chr16:27242616-27244552,0.00047543814
IL4R,chr16:27267223-27269868,0.00047330372
IL4R,chr16:27299524-27300484,0.00047130894
IL4R,chr16:27304934-27305944,0.00047011272
IL4R,chr16:27311564-27319774,0.0004697494
IL4R,chr16:27326258-27327790,0.00046975576
IL4R,chr16:27331916-27332636,0.00046964322
IL4R,chr16:27346454-27348323,0.00046932042
IL4R,chr16:27362696-27369260,0.000469058
IL4R,chr16:27373876-27375597,0.00046910607
IL4R,chr16:27377388-27379518,0.000469366
IL4R,chr16:27383428-27384771,0.0004694562
IL4R,chr16:27398645-27409164,0.00046909114
IL4R,chr16:27426163-27427459,0.00046839757
IL4R,chr16:27445483-27451652,0.00046784902
IL4R,chr16:27455353-27457734,0.00046782783
IL4R,chr16:27461098-27465864,0.00046823663
IL4R,chr16:27548762-27551389,0.00046849842
IL4R,chr16:28109955-28111096,0.00046804192
RABEP2,chr16:28109955-28111096,0.00023268045
AC009093.2,chr16:28109955-28111096,0.00022721462
IL4R,chr16:28136772-28138037,0.00046674564
RABEP2,chr16:28136772-28138037,0.00023203598
AC009093.2,chr16:28136772-28138037,0.00022658535
IL4R,chr16:28139115-28143022,0.00046506352
RABEP2,chr16:28139115-28143022,0.00023119984
AC009093.2,chr16:28139115-28143022,0.000225769
IL4R,chr16:28148663-28150113,0.0004636238
RABEP2,chr16:28148663-28150113,0.00023048409
AC009093.2,chr16:28148663-28150113,0.00022507005
IL4R,chr16:28163346-28164874,0.00046273516
RABEP2,chr16:28163346-28164874,0.00023004213
AC009093.2,chr16:28163346-28164874,0.00022463879
IL4R,chr16:28165447-28167244,0.00046223257
RABEP2,chr16:28165447-28167244,0.00022979233
AC009093.2,chr16:28165447-28167244,0.00022439483
IL4R,chr16:28168244-28169974,0.00046176038
RABEP2,chr16:28168244-28169974,0.0002295576
AC009093.2,chr16:28168244-28169974,0.00022416546
IL4R,chr16:28180285-28182616,0.000461235
RABEP2,chr16:28180285-28182616,0.00022929639
AC009093.2,chr16:28180285-28182616,0.0002239104
IL4R,chr16:28185684-28190186,0.0004609918
RABEP2,chr16:28185684-28190186,0.0002291757
AC009093.2,chr16:28185684-28190186,0.00022379252
IL4R,chr16:28192335-28195236,0.00046147034
RABEP2,chr16:28192335-28195236,0.00022941362
AC009093.2,chr16:28192335-28195236,0.00022402487
IL4R,chr16:28208646-28212808,0.00046271793
RABEP2,chr16:28208646-28212808,0.00023003401
AC009093.2,chr16:28208646-28212808,0.00022463067
IL4R,chr16:28217321-28218736,0.00046418054
RABEP2,chr16:28217321-28218736,0.0002307609
AC009093.2,chr16:28217321-28218736,0.0002253405
IL4R,chr16:28276379-28279654,0.0004650572
RABEP2,chr16:28276379-28279654,0.00023119646
AC009093.2,chr16:28276379-28279654,0.00022576597
IL4R,chr16:28291553-28295734,0.00046493293
RABEP2,chr16:28291553-28295734,0.00023113462
AC009093.2,chr16:28291553-28295734,0.00022570559
IL4R,chr16:28309030-28312633,0.0004641569
RABEP2,chr16:28309030-28312633,0.00023074893
AC009093.2,chr16:28309030-28312633,0.00022532894
IL4R,chr16:28316707-28317829,0.00046361974
RABEP2,chr16:28316707-28317829,0.00023048211
AC009093.2,chr16:28316707-28317829,0.00022506824
IL4R,chr16:28490443-28498715,0.0004640558
RABEP2,chr16:28490443-28498715,0.000230699
AC009093.2,chr16:28490443-28498715,0.00022528
IL4R,chr16:28505229-28508745,0.00046548288
RABEP2,chr16:28505229-28508745,0.0002314086
AC009093.2,chr16:28505229-28508745,0.00022597279
RABEP2,chr16:28533496-28535420,0.00023228156
AC009093.2,chr16:28533496-28535420,0.00022682518
RABEP2,chr16:28541752-28543794,0.00023291029
AC009093.2,chr16:28541752-28543794,0.00022743925
RABEP2,chr16:28552878-28555645,0.0002331304
AC009093.2,chr16:28552878-28555645,0.00022765402
C16orf54,chr16:28552878-28555645,0.00017955757
RABEP2,chr16:28622640-28623955,0.00023310939
AC009093.2,chr16:28622640-28623955,0.00022763346
C16orf54,chr16:28622640-28623955,0.00017954124
RABEP2,chr16:28822025-28825355,0.00023312899
AC009093.2,chr16:28822025-28825355,0.00022765249
C16orf54,chr16:28822025-28825355,0.00017955634
RABEP2,chr16:28833170-28837008,0.00023332082
AC009093.2,chr16:28833170-28837008,0.00022783982
C16orf54,chr16:28833170-28837008,0.00017970415
RABEP2,chr16:28843813-28848230,0.00023354511
AC009093.2,chr16:28843813-28848230,0.00022805888
C16orf54,chr16:28843813-28848230,0.00017987692
RABEP2,chr16:28862243-28866758,0.00023355217
AC009093.2,chr16:28862243-28866758,0.00022806595
C16orf54,chr16:28862243-28866758,0.00017988234
RABEP2,chr16:28872479-28874502,0.00023325274
AC009093.2,chr16:28872479-28874502,0.00022777363
C16orf54,chr16:28872479-28874502,0.00017965166
RABEP2,chr16:28875178-28880968,0.00023281437
AC009093.2,chr16:28875178-28880968,0.0002273457
C16orf54,chr16:28875178-28880968,0.00017931391
RABEP2,chr16:28923628-28926451,0.00023253291
AC009093.2,chr16:28923628-28926451,0.00022707084
C16orf54,chr16:28923628-28926451,0.00017909709
RABEP2,chr16:28930484-28933437,0.00023255355
AC009093.2,chr16:28930484-28933437,0.0002270907
C16orf54,chr16:28930484-28933437,0.00017911295
RABEP2,chr16:28935463-28937906,0.00023273376
AC009093.2,chr16:28935463-28937906,0.00022726646
C16orf54,chr16:28935463-28937906,0.00017925163
RABEP2,chr16:28944967-28946368,0.00023275602
AC009093.2,chr16:28944967-28946368,0.00022728811
C16orf54,chr16:28944967-28946368,0.00017926868
RABEP2,chr16:28949889-28952840,0.00023240992
AC009093.2,chr16:28949889-28952840,0.00022695014
C16orf54,chr16:28949889-28952840,0.00017900206
RABEP2,chr16:28973435-28975871,0.0002317781
AC009093.2,chr16:28973435-28975871,0.00022633348
C16orf54,chr16:28973435-28975871,0.00017851556
RABEP2,chr16:28983067-28991072,0.0002311696
AC009093.2,chr16:28983067-28991072,0.00022573938
C16orf54,chr16:28983067-28991072,0.00017804696
RABEP2,chr16:29007438-29010500,0.00023085414
AC009093.2,chr16:29007438-29010500,0.00022543134
C16orf54,chr16:29007438-29010500,0.00017780397
RABEP2,chr16:29011125-29015014,0.00023086155
AC009093.2,chr16:29011125-29015014,0.00022543865
C16orf54,chr16:29011125-29015014,0.00017780976
RABEP2,chr16:29023557-29025881,0.00023097792
AC009093.2,chr16:29023557-29025881,0.00022555217
C16orf54,chr16:29023557-29025881,0.00017789938
RABEP2,chr16:29073940-29076111,0.00023096756
AC009093.2,chr16:29073940-29076111,0.00022554205
C16orf54,chr16:29073940-29076111,0.00017789131
RABEP2,chr16:29081665-29082908,0.0002307809
AC009093.2,chr16:29081665-29082908,0.00022535966
C16orf54,chr16:29081665-29082908,0.00017774748
RABEP2,chr16:29114765-29116230,0.00023058293
AC009093.2,chr16:29114765-29116230,0.00022516615
C16orf54,chr16:29114765-29116230,0.00017759492
RABEP2,chr16:29117614-29119447,0.0002305669
AC009093.2,chr16:29117614-29119447,0.00022515064
C16orf54,chr16:29117614-29119447,0.00017758258
RABEP2,chr16:29125748-29126990,0.0002307682
AC009093.2,chr16:29125748-29126990,0.00022534718
C16orf54,chr16:29125748-29126990,0.00017773773
RABEP2,chr16:29129359-29131518,0.00023103577
AC009093.2,chr16:29129359-29131518,0.00022560838
C16orf54,chr16:29129359-29131518,0.0001779439
RABEP2,chr16:29145943-29150467,0.00023119047
AC009093.2,chr16:29145943-29150467,0.00022575958
C16orf54,chr16:29145943-29150467,0.000178063
RABEP2,chr16:29151384-29159366,0.00023121966
AC009093.2,chr16:29151384-29159366,0.00022578819
C16orf54,chr16:29151384-29159366,0.00017808557
RABEP2,chr16:29247922-29249106,0.0002312923
AC009093.2,chr16:29247922-29249106,0.00022585916
C16orf54,chr16:29247922-29249106,0.00017814143
RABEP2,chr16:29289827-29292056,0.00023159041
AC009093.2,chr16:29289827-29292056,0.00022615038
C16orf54,chr16:29289827-29292056,0.00017837106
RABEP2,chr16:29338919-29339897,0.00023209944
AC009093.2,chr16:29338919-29339897,0.00022664753
C16orf54,chr16:29338919-29339897,0.00017876315
RABEP2,chr16:29594183-29596230,0.000232584
AC009093.2,chr16:29594183-29596230,0.0002271207
C16orf54,chr16:29594183-29596230,0.00017913649
SRCAP,chr16:29594183-29596230,0.0001693675
RNF40,chr16:29594183-29596230,0.00017096454
RABEP2,chr16:29599788-29601266,0.00023276873
AC009093.2,chr16:29599788-29601266,0.00022730109
C16orf54,chr16:29599788-29601266,0.00017927875
SRCAP,chr16:29599788-29601266,0.00016950205
RNF40,chr16:29599788-29601266,0.00017110036
RABEP2,chr16:29610670-29614357,0.00023260071
AC009093.2,chr16:29610670-29614357,0.00022713703
C16orf54,chr16:29610670-29614357,0.00017914934
SRCAP,chr16:29610670-29614357,0.0001693798
RNF40,chr16:29610670-29614357,0.00017097678
RABEP2,chr16:29626657-29628104,0.00023231452
AC009093.2,chr16:29626657-29628104,0.00022685749
C16orf54,chr16:29626657-29628104,0.00017892887
SRCAP,chr16:29626657-29628104,0.00016917133
RNF40,chr16:29626657-29628104,0.00017076626
RABEP2,chr16:29640532-29642192,0.00023225005
AC009093.2,chr16:29640532-29642192,0.0002267946
C16orf54,chr16:29640532-29642192,0.00017887927
SRCAP,chr16:29640532-29642192,0.00016912437
RNF40,chr16:29640532-29642192,0.00017071875
RABEP2,chr16:29644130-29646247,0.0002325644
AC009093.2,chr16:29644130-29646247,0.00022710154
C16orf54,chr16:29644130-29646247,0.00017912145
SRCAP,chr16:29644130-29646247,0.00016935328
RNF40,chr16:29644130-29646247,0.00017094985
RABEP2,chr16:29661260-29668017,0.00023309249
AC009093.2,chr16:29661260-29668017,0.00022761727
C16orf54,chr16:29661260-29668017,0.00017952819
SRCAP,chr16:29661260-29668017,0.00016973786
RNF40,chr16:29661260-29668017,0.00017133803
RABEP2,chr16:29675956-29677892,0.00023348577
AC009093.2,chr16:29675956-29677892,0.00022800136
C16orf54,chr16:29675956-29677892,0.0001798312
SRCAP,chr16:29675956-29677892,0.0001700244
RNF40,chr16:29675956-29677892,0.00017162737
RABEP2,chr16:29678851-29680590,0.00023350847
AC009093.2,chr16:29678851-29680590,0.00022802362
C16orf54,chr16:29678851-29680590,0.00017984876
SRCAP,chr16:29678851-29680590,0.00017004105
RNF40,chr16:29678851-29680590,0.00017164418
RABEP2,chr16:29691546-29692434,0.00023324642
AC009093.2,chr16:29691546-29692434,0.00022776771
C16orf54,chr16:29691546-29692434,0.000179647
SRCAP,chr16:29691546-29692434,0.00016985026
RNF40,chr16:29691546-29692434,0.00017145165
RABEP2,chr16:29700110-29703227,0.0002330181
AC009093.2,chr16:29700110-29703227,0.00022754478
C16orf54,chr16:29700110-29703227,0.00017947104
SRCAP,chr16:29700110-29703227,0.000169684
RNF40,chr16:29700110-29703227,0.00017128368
RABEP2,chr16:29710066-29712161,0.00023309284
AC009093.2,chr16:29710066-29712161,0.00022761771
C16orf54,chr16:29710066-29712161,0.00017952852
SRCAP,chr16:29710066-29712161,0.00016973827
RNF40,chr16:29710066-29712161,0.00017133847
RABEP2,chr16:29720624-29722051,0.00023346243
AC009093.2,chr16:29720624-29722051,0.00022797857
C16orf54,chr16:29720624-29722051,0.00017981304
SRCAP,chr16:29720624-29722051,0.00017000728
RNF40,chr16:29720624-29722051,0.00017161013
RABEP2,chr16:29730685-29733421,0.00023387047
AC009093.2,chr16:29730685-29733421,0.00022837712
C16orf54,chr16:29730685-29733421,0.00018012735
SRCAP,chr16:29730685-29733421,0.00017030443
RNF40,chr16:29730685-29733421,0.0001719101
RABEP2,chr16:29736251-29750507,0.0002340657
AC009093.2,chr16:29736251-29750507,0.00022856782
C16orf54,chr16:29736251-29750507,0.00018027776
SRCAP,chr16:29736251-29750507,0.00017044667
RNF40,chr16:29736251-29750507,0.00017205368
RABEP2,chr16:29756249-29758394,0.00023405791
AC009093.2,chr16:29756249-29758394,0.00022856018
C16orf54,chr16:29756249-29758394,0.00018027177
SRCAP,chr16:29756249-29758394,0.00017044102
RNF40,chr16:29756249-29758394,0.00017204793
RABEP2,chr16:29784061-29785836,0.00023410562
AC009093.2,chr16:29784061-29785836,0.00022860676
C16orf54,chr16:29784061-29785836,0.00018030859
SRCAP,chr16:29784061-29785836,0.00017047583
RNF40,chr16:29784061-29785836,0.00017208312
RABEP2,chr16:29789578-29792837,0.0002344731
AC009093.2,chr16:29789578-29792837,0.00022896545
C16orf54,chr16:29789578-29792837,0.00018059163
SRCAP,chr16:29789578-29792837,0.00017074335
RNF40,chr16:29789578-29792837,0.0001723532
RABEP2,chr16:29801649-29817693,0.00023513987
AC009093.2,chr16:29801649-29817693,0.00022961655
C16orf54,chr16:29801649-29817693,0.00018110513
SRCAP,chr16:29801649-29817693,0.0001712289
RNF40,chr16:29801649-29817693,0.0001728433
RABEP2,chr16:29819502-29822635,0.00023575233
AC009093.2,chr16:29819502-29822635,0.00023021462
C16orf54,chr16:29819502-29822635,0.00018157686
SRCAP,chr16:29819502-29822635,0.00017167508
RNF40,chr16:29819502-29822635,0.00017329349
RABEP2,chr16:29825012-29827923,0.00023587984
AC009093.2,chr16:29825012-29827923,0.00023033915
C16orf54,chr16:29825012-29827923,0.00018167499
SRCAP,chr16:29825012-29827923,0.00017176794
RNF40,chr16:29825012-29827923,0.00017338726
RABEP2,chr16:29847067-29850053,0.00023534527
AC009093.2,chr16:29847067-29850053,0.00022981738
C16orf54,chr16:29847067-29850053,0.00018126317
SRCAP,chr16:29847067-29850053,0.00017137875
RNF40,chr16:29847067-29850053,0.0001729943
RABEP2,chr16:29862302-29864712,0.00023438781
AC009093.2,chr16:29862302-29864712,0.00022888233
C16orf54,chr16:29862302-29864712,0.00018052562
SRCAP,chr16:29862302-29864712,0.00017068154
RNF40,chr16:29862302-29864712,0.00017229034
RABEP2,chr16:29876178-29878097,0.00023347652
AC009093.2,chr16:29876178-29878097,0.0002279924
C16orf54,chr16:29876178-29878097,0.00017982369
SRCAP,chr16:29876178-29878097,0.00017001785
RNF40,chr16:29876178-29878097,0.00017162036
RABEP2,chr16:29899457-29901453,0.0002329843
AC009093.2,chr16:29899457-29901453,0.0002275116
C16orf54,chr16:29899457-29901453,0.00017944459
SRCAP,chr16:29899457-29901453,0.00016965932
RNF40,chr16:29899457-29901453,0.00017125839
RABEP2,chr16:29925092-29927511,0.00023296036
AC009093.2,chr16:29925092-29927511,0.00022748802
C16orf54,chr16:29925092-29927511,0.0001794261
SRCAP,chr16:29925092-29927511,0.00016964177
RNF40,chr16:29925092-29927511,0.00017124075
RABEP2,chr16:29961050-29963525,0.0002331929
AC009093.2,chr16:29961050-29963525,0.00022771521
C16orf54,chr16:29961050-29963525,0.00017960533
SRCAP,chr16:29961050-29963525,0.00016981116
RNF40,chr16:29961050-29963525,0.00017141178
RABEP2,chr16:29972393-29976690,0.0002334555
AC009093.2,chr16:29972393-29976690,0.00022797172
C16orf54,chr16:29972393-29976690,0.00017980757
SRCAP,chr16:29972393-29976690,0.0001700024
RNF40,chr16:29972393-29976690,0.0001716049
RABEP2,chr16:29993172-29997190,0.00023370371
AC009093.2,chr16:29993172-29997190,0.00022821414
C16orf54,chr16:29993172-29997190,0.00017999878
SRCAP,chr16:29993172-29997190,0.00017018308
RNF40,chr16:29993172-29997190,0.00017178757
RABEP2,chr16:30003505-30006336,0.0002340544
AC009093.2,chr16:30003505-30006336,0.0002285566
C16orf54,chr16:30003505-30006336,0.00018026892
SRCAP,chr16:30003505-30006336,0.00017043835
RNF40,chr16:30003505-30006336,0.00017204537
RABEP2,chr16:30009391-30012324,0.00023460004
AC009093.2,chr16:30009391-30012324,0.00022908949
C16orf54,chr16:30009391-30012324,0.00018068927
SRCAP,chr16:30009391-30012324,0.00017083574
RNF40,chr16:30009391-30012324,0.00017244657
RABEP2,chr16:30020615-30022177,0.00023523334
AC009093.2,chr16:30020615-30022177,0.00022970777
C16orf54,chr16:30020615-30022177,0.00018117706
SRCAP,chr16:30020615-30022177,0.00017129688
RNF40,chr16:30020615-30022177,0.000172912
RABEP2,chr16:30029960-30032682,0.00023569778
AC009093.2,chr16:30029960-30032682,0.00023016128
C16orf54,chr16:30029960-30032682,0.0001815349
SRCAP,chr16:30029960-30032682,0.00017163514
RNF40,chr16:30029960-30032682,0.00017325347
RABEP2,chr16:30051798-30055780,0.00023580405
AC009093.2,chr16:30051798-30055780,0.00023026505
C16orf54,chr16:30051798-30055780,0.00018161672
SRCAP,chr16:30051798-30055780,0.00017171263
RNF40,chr16:30051798-30055780,0.00017333144
RABEP2,chr16:30063346-30067801,0.0002356095
AC009093.2,chr16:30063346-30067801,0.00023007512
C16orf54,chr16:30063346-30067801,0.00018146686
SRCAP,chr16:30063346-30067801,0.00017157097
RNF40,chr16:30063346-30067801,0.00017318837
RABEP2,chr16:30068440-30071155,0.00023538717
AC009093.2,chr16:30068440-30071155,0.00022985801
C16orf54,chr16:30068440-30071155,0.00018129546
SRCAP,chr16:30068440-30071155,0.00017140905
RNF40,chr16:30068440-30071155,0.00017302469
RABEP2,chr16:30074572-30078485,0.00023538244
AC009093.2,chr16:30074572-30078485,0.00022985335
C16orf54,chr16:30074572-30078485,0.00018129182
SRCAP,chr16:30074572-30078485,0.00017140555
RNF40,chr16:30074572-30078485,0.00017302108
RABEP2,chr16:30083565-30087933,0.00023560089
AC009093.2,chr16:30083565-30087933,0.00023006683
C16orf54,chr16:30083565-30087933,0.0001814602
SRCAP,chr16:30083565-30087933,0.00017156464
RNF40,chr16:30083565-30087933,0.00017318173
RABEP2,chr16:30088845-30097502,0.00023579199
AC009093.2,chr16:30088845-30097502,0.00023025332
C16orf54,chr16:30088845-30097502,0.00018160735
SRCAP,chr16:30088845-30097502,0.00017170372
RNF40,chr16:30088845-30097502,0.00017332232
RABEP2,chr16:30112085-30114587,0.00023566071
AC009093.2,chr16:30112085-30114587,0.00023012504
C16orf54,chr16:30112085-30114587,0.0001815061
SRCAP,chr16:30112085-30114587,0.00017160812
RNF40,chr16:30112085-30114587,0.00017322587
RABEP2,chr16:30121580-30124722,0.00023512293
AC009093.2,chr16:30121580-30124722,0.00022959991
C16orf54,chr16:30121580-30124722,0.0001810919
